enable_batch_dco,gamma,ef,recall,latency(ms),QPS,nq
True,0.8,100,0.8851,0.3877410888671875,2579.0405729802055,1000
True,0.8,120,0.892,0.45022153854370117,2221.1287430508705,1000
True,0.8,140,0.8976,0.5180130004882812,1930.4534810079974,1000
True,0.8,160,0.9026,0.5805730819702148,1722.4360395876965,1000
True,0.8,180,0.9081,0.6503362655639648,1537.6660551642624,1000
True,0.8,200,0.9103,0.7201731204986572,1388.5550175874198,1000
True,0.8,220,0.9124,0.7807729244232178,1280.7821182307678,1000
True,0.8,240,0.9148,0.8483648300170898,1178.7381614816063,1000
True,0.8,260,0.9188,0.9092633724212646,1099.7913589514928,1000
True,0.8,280,0.9216,0.9749035835266113,1025.7424599698413,1000
True,0.8,300,0.9243,1.043651819229126,958.1739633612974,1000
True,0.8,320,0.9257,1.1147377490997314,897.0719802102384,1000
True,0.8,340,0.9292,1.1887288093566895,841.2347645054343,1000
True,0.8,360,0.9306,1.2639219760894775,791.1880787878684,1000
True,0.8,380,0.9313,1.3362021446228027,748.3897582594366,1000
True,0.8,400,0.9328,1.4060697555541992,711.2022686284524,1000
True,0.8,500,0.94,1.7690513134002686,565.2747279997855,1000
True,0.8,600,0.9451,2.129775285720825,469.53310365865605,1000
True,0.8,700,0.9486,2.5145516395568848,397.6852112594595,1000
True,0.8,800,0.9508,2.8683314323425293,348.63474587499564,1000
True,0.8,900,0.9535,3.3476643562316895,298.7157294125071,1000
True,0.8,1000,0.957,3.6410627365112305,274.6450891857396,1000
True,0.8,1200,0.9622,4.37579083442688,228.53011897470535,1000
True,0.8,1400,0.9657,5.119911193847656,195.31588774462543,1000
True,0.8,1600,0.9692,5.9398252964019775,168.3551199065982,1000
True,0.8,1800,0.9702,6.614017486572266,151.19403630700907,1000
True,0.8,2000,0.9723,7.471966505050659,133.8335763850189,1000
True,0.8,2500,0.9762,9.22770619392395,108.36929340668185,1000
True,0.8,3000,0.9774,11.045006513595581,90.53865190292775,1000
True,0.8,3500,0.9794,12.922749519348145,77.38291286252854,1000
True,0.8,4000,0.9807,14.43489670753479,69.27656084147908,1000
True,0.9,100,0.8808,0.26920175552368164,3714.6860281601325,1000
True,0.9,120,0.8927,0.31281089782714844,3196.819570373713,1000
True,0.9,140,0.8971,0.35277628898620605,2834.6576321037865,1000
True,0.9,160,0.9,0.39458537101745605,2534.305814281597,1000
True,0.9,180,0.9051,0.43795037269592285,2283.363737868808,1000
True,0.9,200,0.9082,0.4820873737335205,2074.3127791452216,1000
True,0.9,220,0.91,0.5256390571594238,1902.4461488916809,1000
True,0.9,240,0.9135,0.5739312171936035,1742.3690680039647,1000
True,0.9,260,0.9174,0.6141934394836426,1628.1515491938633,1000
True,0.9,280,0.9208,0.6563007831573486,1523.6916146727333,1000
True,0.9,300,0.9238,0.7015519142150879,1425.411262855469,1000
True,0.9,320,0.9246,0.7557787895202637,1323.1384816114746,1000
True,0.9,340,0.9264,0.7954099178314209,1257.21339095993,1000
True,0.9,360,0.9294,0.8399841785430908,1190.4986135982326,1000
True,0.9,380,0.9313,0.8863146305084229,1128.2675086006004,1000
True,0.9,400,0.9314,0.9333047866821289,1071.4613428213206,1000
True,0.9,500,0.9388,1.2009222507476807,832.6933732616006,1000
True,0.9,600,0.9433,1.4591474533081055,685.3316967609069,1000
True,0.9,700,0.9484,1.7684876918792725,565.4548824919195,1000
True,0.9,800,0.9522,1.9636714458465576,509.2501610262456,1000
True,0.9,900,0.955,2.2357823848724365,447.27072132159026,1000
True,0.9,1000,0.9577,2.458433151245117,406.7631448483894,1000
True,0.9,1200,0.9619,2.9409801959991455,340.0226908567359,1000
True,0.9,1400,0.9656,3.4515154361724854,289.7278075363144,1000
True,0.9,1600,0.9691,3.9888529777526855,250.69863581770784,1000
True,0.9,1800,0.9704,4.530215501785278,220.74005080021416,1000
True,0.9,2000,0.9722,5.0112528800964355,199.5508955398707,1000
True,0.9,2500,0.9765,6.303412199020386,158.64423401588908,1000
True,0.9,3000,0.9782,7.574355602264404,132.02443250763713,1000
True,0.9,3500,0.9791,8.87779188156128,112.64062205343527,1000
True,0.9,4000,0.9811,10.27352523803711,97.3375717516671,1000
True,1.0,100,0.8478,0.21782708168029785,4590.7973989555985,1000
True,1.0,120,0.8587,0.2501556873321533,3997.510552987003,1000
True,1.0,140,0.8729,0.28439855575561523,3516.1922582310995,1000
True,1.0,160,0.8767,0.3158862590789795,3165.6964216033684,1000
True,1.0,180,0.8863,0.34883642196655273,2866.6731368316878,1000
True,1.0,200,0.894,0.38100719451904297,2624.6223546049587,1000
True,1.0,220,0.8972,0.42121171951293945,2374.1029835455,1000
True,1.0,240,0.9034,0.45221996307373047,2211.3132582715257,1000
True,1.0,260,0.9051,0.48340535163879395,2068.6572802926094,1000
True,1.0,280,0.9081,0.5146358013153076,1943.121713344072,1000
True,1.0,300,0.9091,0.547914981842041,1825.1006691550754,1000
True,1.0,320,0.9116,0.5833888053894043,1714.1227098667298,1000
True,1.0,340,0.9169,0.6203124523162842,1612.0908040229397,1000
True,1.0,360,0.9164,0.6464705467224121,1546.860881860701,1000
True,1.0,380,0.9193,0.6820633411407471,1466.1394912787803,1000
True,1.0,400,0.9194,0.7110350131988525,1406.4005026997647,1000
True,1.0,500,0.9281,0.8758220672607422,1141.7844301727198,1000
True,1.0,600,0.9343,1.0397758483886719,961.745746979686,1000
True,1.0,700,0.9401,1.2084648609161377,827.4961336003594,1000
True,1.0,800,0.9443,1.3783631324768066,725.4982206344138,1000
True,1.0,900,0.949,1.551182508468628,644.6694663848607,1000
True,1.0,1000,0.951,1.7217085361480713,580.8184016077838,1000
True,1.0,1200,0.9554,2.068094491958618,483.53690021819835,1000
True,1.0,1400,0.9594,2.409940481185913,414.9480071424452,1000
True,1.0,1600,0.962,2.7716097831726074,360.8011510391335,1000
True,1.0,1800,0.9658,3.105184555053711,322.0420500844282,1000
True,1.0,2000,0.9662,3.4377024173736572,290.8919617201718,1000
True,1.0,2500,0.9726,4.34189510345459,230.31417760515654,1000
True,1.0,3000,0.9765,5.321619033813477,187.91273739176313,1000
True,1.0,3500,0.9781,6.13841438293457,162.90851963010252,1000
True,1.0,4000,0.9789,7.0939741134643555,140.96470948519547,1000
True,1.1,100,0.7927,0.18996167182922363,5264.219831140485,1000
True,1.1,120,0.8148,0.22109770774841309,4522.887234714795,1000
True,1.1,140,0.8315,0.2530806064605713,3951.310272191066,1000
True,1.1,160,0.8475,0.2827432155609131,3536.7780550142465,1000
True,1.1,180,0.8557,0.31371569633483887,3187.5995102669895,1000
True,1.1,200,0.8611,0.34287405014038086,2916.522844439747,1000
True,1.1,220,0.8731,0.3732128143310547,2679.436400897425,1000
True,1.1,240,0.8756,0.40514540672302246,2468.2496294068806,1000
True,1.1,260,0.8828,0.4348592758178711,2299.5945024266257,1000
True,1.1,280,0.8855,0.4618203639984131,2165.3440990389854,1000
True,1.1,300,0.8884,0.4957542419433594,2017.1284789818328,1000
True,1.1,320,0.8918,0.5253820419311523,1903.3768195126909,1000
True,1.1,340,0.8984,0.5736823081970215,1743.1250462347655,1000
True,1.1,360,0.902,0.5958921909332275,1678.1559067486667,1000
True,1.1,380,0.9053,0.6215522289276123,1608.8752536940267,1000
True,1.1,400,0.9055,0.6471419334411621,1545.25606876149,1000
True,1.1,500,0.9145,0.7993052005767822,1251.0865677821132,1000
True,1.1,600,0.922,0.9554262161254883,1046.6532978917728,1000
True,1.1,700,0.9262,1.1027188301086426,906.8494821127499,1000
True,1.1,800,0.9313,1.238051176071167,807.7210533197837,1000
True,1.1,900,0.9341,1.3659992218017578,732.0648387200371,1000
True,1.1,1000,0.9385,1.5194072723388672,658.1513845597641,1000
True,1.1,1200,0.9434,1.8170030117034912,550.3568203018398,1000
True,1.1,1400,0.9498,2.104844331741333,475.09451645419415,1000
True,1.1,1600,0.9548,2.4014315605163574,416.4182800133514,1000
True,1.1,1800,0.958,2.7066004276275635,369.4671698831207,1000
True,1.1,2000,0.9604,3.0022614002227783,333.0822559040983,1000
True,1.1,2500,0.9658,3.7389609813690186,267.45398119502454,1000
True,1.1,3000,0.9693,4.431965589523315,225.6335207935484,1000
True,1.1,3500,0.9714,5.156720161437988,193.92171161002904,1000
True,1.1,4000,0.9747,5.901148796081543,169.4585299499677,1000
